name	mean	stddev
pushExposeNumLast15d	260.4715688439763	182.1952590191298
pushClickNumLast15d	4.100122560751934	21.37332167338513
pushClickedNumByHourLast30d_9	0.5811344145067874	3.4713284001484603
pushClickedNumByHourLast30d_10	0.6239699646213647	3.5080474224940565
feedCtrByCatLast7d_31	0.001249496195722312	0.03118460514364393
feedCtrByCatLast7d_32	0.009780005653647518	0.12132234820393129
pushClickedNumByDayOfWeekLast28d_5	1.289271921789157	6.637511539982271
pushClickedNumByDayOfWeekLast28d_6	1.2820993364989237	6.444370733864513
feedExposeByCatLast7d_11	0.0	0.0
feedExposeByCatLast7d_12	1.2331210178471725	12.11796490849383
feedClickByCatLast7d_20	0.06894742469301042	1.1017686355431542
feedClickByCatLast7d_21	0.06586168936337033	0.9468916488305296
clickedBrowserArticleAvgCount_2	2.430331125606393	14.751634777382876
pushExposeNumLast7d	126.62804849728006	82.96161100198496
feedExposeByCatLast7d_2	0.16452998222014548	8.757458592928906
feedExposeByCatLast7d_3	2.1337953851575833	22.12829000655317
feedExposeByCatLast7d_4	4.900349657272515E-4	0.06712016166151562
pushClickedNumByHourLast30d_0	0.09406938278534382	1.1771498294619942
pushClickedNumByHourLast30d_1	0.04808378615482186	0.7943456445194377
pushClickedNumByHourLast30d_13	0.5462264630424742	3.2332955246063175
pushClickedNumByHourLast30d_14	0.48407961408339284	2.8893380811715357
feedExposeByCatLast7d_0	2.7473290619443795	29.18965815790371
feedExposeByCatLast7d_1	1.583463349344442	28.26765361658162
feedExposeByCatLast7d_9	0.35762454807886496	9.519703225939873
feedExposeByCatLast7d_10	0.2130097848598005	2.7232932836507104
pushClickedNumByHourLast1d_19	0.17378395557339757	0.6262171029986224
pushClickedNumByHourLast1d_20	0.13753679914358358	0.5632686298068718
active_13	0.02588888583500988	0.07385930127464872
active_14	0.02519272353090191	0.04415789676384104
pushCtrLast15d	0.011572753945263666	0.044525028417881064
pushClickedDayNumLast15d	1.5921561118762602	2.8427421757089717
