name	mean	stddev
pushCtrLast7d	0.026117386056247763	0.07542648407487836
pushClickedDayNumLast7d	2.999472343321861	2.0311711306281586
pushClickedNumByHourLast1d_7	0.03126335743375682	0.25444458529360103
pushClickedNumByHourLast1d_8	0.04691365367167099	0.335042478376965
feedClickByCatLast7d_10	0.009820614829095237	0.283370176767249
feedClickByCatLast7d_11	0.011244472636528658	0.1608274192077098
feedClickByCatLast7d_12	0.08564921693176317	0.910680047341752
feedCtrByCatLast7d_18	0.02942173781905723	0.14255075614433285
feedCtrByCatLast7d_19	0.0036008631668684385	0.04599087429383076
feedCtrByCatLast7d_6	0.023312873361111743	0.12368017916137493
feedCtrByCatLast7d_7	0.03471774978895298	0.17411306600452736
feedCtrByCatLast7d_8	0.06578266476251908	0.2119178436594598
feedClickByCatLast7d_29	0.13783953512713062	0.6562218278795072
feedClickByCatLast7d_30	0.07925534812520033	1.289482513851143
pushClickedNumByHourLast30d_4	0.0765811070008612	0.7547794017967531
pushClickedNumByHourLast30d_5	0.1684140442825644	1.3853970149114965
cmsBaitLevel	0.0	0.0
cmsCoPorn	0.0	0.0
feedClickByCatLast7d_33	0.018439659951233315	0.2802143439390908
feedClickByCatLast7d_34	0.31339684169312737	1.67747493149418
feedClickByCatLast7d_35	0.01566325199227878	0.7742067713188199
clickedBrowserPushAvgCount_1	0.8005843688622024	2.5427094453243524
clickedBrowserPushAvgCount_2	0.7325680223366233	2.217620502515536
receivedPushAvgCountInLast7Days	41.562216377867735	29.267370039645474
receivedMiPushAvgCountInLast7Days	21.563256227392117	9.668784986011218
feedExposeByCatLast7d_23	2.1574796936402754	9.646426758454401
feedExposeByCatLast7d_24	0.5405134600086466	13.07753699044448
feedExposeByCatLast7d_25	1.2975939837965338	6.524528702822445
pushClickedNumByHourLast1d_12	0.05582792677121994	0.3940465750961357
pushClickedNumByHourLast1d_13	0.046354873006063495	0.3646894830993277
active_15	0.008397024763950768	0.014224989997056025
active_16	0.0016671243084422846	0.0064521475048495485
clickedBrowserPushAvgCount_0	0.8668942118790189	2.84546759560483
